id,name,lat,lng,category,country,city,sources,url,tags
11012,Vegetalis,46.48226,-0.59799,solidarity_economy,FR,Coulonges-sur-l'autize,Transiscope,http://pagesperso-orange.fr/vegetalis,Près De Chez Nous
11013,Le Pois tout vert,46.58595,0.36657,solidarity_economy,FR,Poitiers,Transiscope,http://www.biocoop.fr,Près De Chez Nous
11014,Auberge Les Liards,45.5619,3.43735,solidarity_economy,FR,Egliseneuve-des-liards,Transiscope,http://www.lesliards.com,Près De Chez Nous
11015,Le Château de Prat Niau,45.04517,2.55426,solidarity_economy,FR,Lascelle,Transiscope,http://www.pratniau.com/,Près De Chez Nous
11016,La Truffade,46.33444,3.44786,solidarity_economy,FR,Montoldre,Transiscope,,Près De Chez Nous
11017,Bleus les thés !,43.94617,4.80457,solidarity_economy,FR,Avignon,Transiscope,http://www.bleuslesthes.fr,"Près De Chez Nous|Formation|education, formation"
11018,Satoriz,46.34038,4.83145,solidarity_economy,FR,Sancé,Transiscope,http://www.satoriz.fr/c,Près De Chez Nous
11019,La Vie Saine,47.32296,5.03864,solidarity_economy,FR,Dijon,Transiscope,http://www.laviesaine.fr/,Près De Chez Nous
11020,Laura Todd,48.85009,2.30859,solidarity_economy,FR,Paris,Transiscope,http://www.lauratodd.fr/,Près De Chez Nous
11021,Laura Todd,48.8488,2.3122,solidarity_economy,FR,Paris,Transiscope,http://www.lauratodd.fr/,Près De Chez Nous
11022,Saveurs de nature - Auberge du Ciran,47.70173,2.02183,solidarity_economy,FR,Ménestreau-en-villette,Transiscope,http://www.saveurs-de-nature.com/,Près De Chez Nous
11023,Brins d'épices,50.63447,3.06789,solidarity_economy,FR,Lille,Transiscope,,Près De Chez Nous
11024,ADAV  Association Droit Au Vélo,50.62616,3.06692,solidarity_economy,FR,Lille,Transiscope,http://www.droitauvelo.org,Près De Chez Nous
11025,Auberge de Saint-Julien-aux-Bois,45.13081,2.13973,solidarity_economy,FR,Saint-julien-aux-bois,Transiscope,http://www.promenades-gourmandes.com/,Près De Chez Nous
11026,Manger autrement,43.59131,1.44498,solidarity_economy,FR,Toulouse,Transiscope,,Près De Chez Nous
11027,Terre de saveurs,43.94429,4.80793,solidarity_economy,FR,Avignon,Transiscope,,Près De Chez Nous
11028,La Tête de chou,47.74453,7.33429,solidarity_economy,FR,Mulhouse,Transiscope,,Près De Chez Nous
11029,Saveurs Bio,43.6038,1.44963,solidarity_economy,FR,Toulouse,Transiscope,http://saveursbio.com/,Près De Chez Nous
11030,Le Grillon,43.23163,0.07163,solidarity_economy,FR,Tarbes,Transiscope,,Près De Chez Nous
11031,La Clef des champs,44.01808,1.35294,solidarity_economy,FR,Montauban,Transiscope,,Près De Chez Nous
11032,La Maison du vert,48.95639,0.26921,solidarity_economy,FR,Ticheville,Transiscope,http://www.maisonduvert.com/accommodation_f.htm,Près De Chez Nous
11033,La Pause bio,47.74805,-3.35805,solidarity_economy,FR,Lorient,Transiscope,,Près De Chez Nous
11034,Speakeasy,43.70164,7.26934,solidarity_economy,FR,Nice,Transiscope,,Près De Chez Nous
11035,Laura Todd,48.86183,2.34827,solidarity_economy,FR,Paris,Transiscope,http://www.lauratodd.fr,Près De Chez Nous
11036,Le Relais du duc d'Aiguillon,47.2954,-2.51349,solidarity_economy,FR,Le croisic,Transiscope,,Près De Chez Nous
11037,Le Cap Horn,47.29556,-2.51307,solidarity_economy,FR,Le croisic,Transiscope,,Près De Chez Nous
11038,La Bonne Heure,48.82557,2.35385,solidarity_economy,FR,Paris,Transiscope,,Près De Chez Nous
11039,Le Clos de Beauregard,46.30657,-0.99998,solidarity_economy,FR,Marans,Transiscope,http://www.leclosdebeauregard.fr/,Près De Chez Nous
11040,Mas Novis,44.0322,3.88855,solidarity_economy,FR,Vabres,Transiscope,http://www.mas-novis.com/,Près De Chez Nous
11041,Bread & Roses,48.84707,2.33144,solidarity_economy,FR,Paris,Transiscope,http://www.breadandroses.fr/,Près De Chez Nous
11042,Le grain d'ellebore,45.44341,4.38281,solidarity_economy,FR,Saint-etienne,Transiscope,http://boulangerie-pain-bio.com/,Près De Chez Nous
11043,Supernature,48.87335,2.34514,solidarity_economy,FR,Paris,Transiscope,,Près De Chez Nous
11044,La Ferme Opéra,48.86698,2.33334,solidarity_economy,FR,Paris,Transiscope,,Près De Chez Nous
11045,Guenmaï,48.85408,2.33597,solidarity_economy,FR,Paris,Transiscope,,Près De Chez Nous
11046,Le Potager du Marais,48.86085,2.35456,solidarity_economy,FR,Paris,Transiscope,,Près De Chez Nous
11047,Manoir de La Salamandre,49.68254,0.20539,solidarity_economy,FR,Etretat,Transiscope,,Près De Chez Nous
11048,Hi-Food,43.6976,7.25555,solidarity_economy,FR,Nice,Transiscope,http://www.hi-hotel.net,Près De Chez Nous
11049,Crêperie des Promenades,48.51331,-2.75795,solidarity_economy,FR,Saint-brieuc,Transiscope,http://www.creperie-des-promenades.com,Près De Chez Nous
11050,Nature Éléments,44.24001,5.06179,solidarity_economy,FR,Vaison-la-romaine,Transiscope,http://www.biocoop.fr,Près De Chez Nous
11051,Pouce et Nature,50.53919,2.984,solidarity_economy,FR,Gondecourt,Transiscope,http://www.pouceetnature.fr,Près De Chez Nous
11052,La Curieuse,45.41478,4.13142,solidarity_economy,,Aboën,Transiscope,,Près De Chez Nous
11053,A Point Café,45.75186,4.83707,solidarity_economy,FR,Lyon,Transiscope,http://www.apointcafe.com/,Près De Chez Nous
11054,Biocoop Casabio Chambéry,45.56761,5.93337,solidarity_economy,FR,Chambéry,Transiscope,http://www.biocoop.fr,Près De Chez Nous
11055,Toutes les couleurs,45.77155,4.83527,solidarity_economy,FR,Lyon,Transiscope,http://touteslescouleurs.fr,Près De Chez Nous|Social Solidarity Economy|Alternative exchange systems
11056,L'appartement 217,48.86566,2.33048,solidarity_economy,FR,Paris,Transiscope,http://www.lappartement217.com,Près De Chez Nous
11057,Les 7 Épis,47.76593,-3.40183,solidarity_economy,FR,Quéven,Transiscope,http://les7epis.fr,"Près De Chez Nous|Culture, Media and Social Bond|Culture"
11058,Scarabée Biocoop,48.11279,-1.6087,solidarity_economy,FR,Cesson-sévigné,Transiscope,http://www.scarabee-biocoop.fr,Près De Chez Nous
11059,Scarabée Biocoop,48.10229,-1.71257,solidarity_economy,FR,Rennes,Transiscope,http://www.scarabee-biocoop.fr,Près De Chez Nous
11060,Scarabée Biocoop,48.13841,-1.69009,solidarity_economy,FR,Saint-grégoire,Transiscope,http://www.scarabee-biocoop.fr,Près De Chez Nous
11061,Les Cinq Saveurs d'Anada,48.84501,2.34983,solidarity_economy,FR,Paris,Transiscope,http://www.anada5saveurs.com,Près De Chez Nous
11062,Té – Créateur d’instants,48.86828,2.46002,solidarity_economy,FR,Montreuil,Transiscope,,Près De Chez Nous
11063,Le Martin-pêcheur,48.85393,2.53793,solidarity_economy,FR,Neuilly-sur-marne,Transiscope,,Près De Chez Nous
11064,La Table de Cana,48.91785,2.30666,solidarity_economy,FR,Gennevilliers,Transiscope,http://www.tabledecana.com,Près De Chez Nous
11065,Cana Traiteur,48.7381,2.31159,solidarity_economy,FR,Antony,Transiscope,http://www.tabledecana.com,Près De Chez Nous
11066,L'Epicerie verte,48.87931,2.29662,solidarity_economy,FR,Paris,Transiscope,,Près De Chez Nous
11067,Lou pasquio,44.21362,3.34611,solidarity_economy,FR,Hures la parade,Transiscope,http://loupasquio.wix.com/lou-pasquio,Près De Chez Nous
11068,Raconte-moi la Terre,45.72829,4.92469,solidarity_economy,FR,Bron,Transiscope,http://www.racontemoilaterre.com,"Près De Chez Nous|Culture|Culture, Media and Social Bond"
11069,Raconte-moi la Terre,45.75798,4.82914,solidarity_economy,FR,Lyon,Transiscope,http://www.racontemoilaterre.com,"Près De Chez Nous|Culture|Culture, Media and Social Bond"
11070,La Part du colibri,49.35446,0.51495,solidarity_economy,FR,Pont-audemer,Transiscope,http://poleecosolidaire27.fr,"Près De Chez Nous|Culture|Culture, Media and Social Bond"
11071,Les marmites volantes,48.88286,2.37341,solidarity_economy,FR,Paris,Transiscope,http://www.marmitesvolantes.fr/,"Près De Chez Nous|Culture|Culture, Media and Social Bond"
11072,L'Esssentiel,43.52432,0.15875,solidarity_economy,FR,Marciac,Transiscope,http://lessentielamarciac.wordpress.com/,"Près De Chez Nous|Culture|Culture, Media and Social Bond"
11073,Le Café Livres,50.63736,3.05832,solidarity_economy,FR,Lille,Transiscope,,"Près De Chez Nous|Culture|Culture, Media and Social Bond"
11074,Oxfam La Bouquinerie,50.63363,3.06177,solidarity_economy,FR,Lille,Transiscope,http://www.oxfamfrance.org/php/pres_bouquinerie.php,"Près De Chez Nous|Culture|Culture, Media and Social Bond"
11075,Le vieux singe éditions,48.85405,2.38858,solidarity_economy,FR,Paris,Transiscope,http://www.levieuxsingeeditions.com,"Près De Chez Nous|Culture|Culture, Media and Social Bond"
11076,La navette,45.75036,1.93379,solidarity_economy,FR,Faux la montagne,Transiscope,http://la-navette.net,"Près De Chez Nous|Culture|Culture, Media and Social Bond"
11077,Encros,48.84513,2.38198,solidarity_economy,FR,Paris,Transiscope,http://www.encros.fr,"Près De Chez Nous|Culture|Culture, Media and Social Bond"
11078,Eli Cookie,48.79804,2.48009,solidarity_economy,FR,Saint-maur-des-fossés,Transiscope,http://www.elicookie.com,"Près De Chez Nous|Culture|Culture, Media and Social Bond"
11079,SOS Culture,47.96757,7.11975,solidarity_economy,FR,Linthal,Transiscope,http://www.sosculture.net/,"Près De Chez Nous|Culture|Culture, Media and Social Bond"
11080,Book Hémisphères,47.76553,-3.24757,solidarity_economy,FR,Kervignac,Transiscope,http://www.bookhemispheres.org,"Près De Chez Nous|Culture|Culture, Media and Social Bond"
11081,Lettres & Arts,50.63695,3.09166,solidarity_economy,FR,Lille,Transiscope,http://assoelea.blogspot.com/,"Près De Chez Nous|Culture|Culture, Media and Social Bond"
11082,Imprim'service,50.62422,3.0581,solidarity_economy,FR,Lille,Transiscope,,"Près De Chez Nous|Culture|Culture, Media and Social Bond"
11083,Cartoooche,48.86425,2.3798,solidarity_economy,FR,Paris,Transiscope,http://www.cartoooche.fr,"Près De Chez Nous|Culture|Culture, Media and Social Bond"
11084,La fabrique à rêves,50.01597,4.04337,solidarity_economy,FR,Fourmies,Transiscope,,"Près De Chez Nous|Culture|Culture, Media and Social Bond"
11085,Librairie les Lisières,50.71566,3.16366,solidarity_economy,FR,Roubaix,Transiscope,http://www.leslisieres.com,"Près De Chez Nous|Culture|Culture, Media and Social Bond"
11086,Elka Editions,48.87542,2.35195,solidarity_economy,FR,Paris,Transiscope,http://www.lespiedssurterre.fr,"Près De Chez Nous|Culture|Culture, Media and Social Bond"
11087,Editions Sansonnet,50.63577,3.09224,solidarity_economy,FR,Lille,Transiscope,,"Près De Chez Nous|Culture|Culture, Media and Social Bond"
11088,Vivabio,50.33334,2.64266,solidarity_economy,FR,Haute-avesnes,Transiscope,,"Près De Chez Nous|Culture|Culture, Media and Social Bond"
11089,Expressions 2 - Imprimerie,48.87047,2.3803,solidarity_economy,FR,Paris,Transiscope,http://www.expressions2.com,"Près De Chez Nous|Culture|Culture, Media and Social Bond"
11090,Association jeunes changeons la vie - AJCV,48.53326,2.59981,solidarity_economy,FR,Boissise-la-bertrand,Transiscope,,"Près De Chez Nous|Culture|Culture, Media and Social Bond"
11091,Le Centre tout naturellement,48.87687,2.34763,solidarity_economy,FR,Paris,Transiscope,http://www.lecentrenaturo.com,Près De Chez Nous
11092,La Ferme Saint-Pierre,43.73284,6.58459,solidarity_economy,FR,Bargème,Transiscope,http://www.fermesaintpierre.net/,Près De Chez Nous
11093,La Cense aux Bonheurs,50.48463,2.022279,solidarity_economy,,Torcy,Transiscope,http://lacenseauxbonheurs.monsite.wanadoo.fr,Près De Chez Nous
11094,Cyclopolitain,45.76849,4.83266,solidarity_economy,FR,Lyon,Transiscope,http://visite-insolite-cyclopolitain.com/fr/13-lyon-velotaxi,Près De Chez Nous|Social Solidarity Economy|Alternative exchange systems
11095,Altercafé,47.20155,-1.57314,solidarity_economy,FR,Nantes,Transiscope,http://www.altercafe.fr,"Près De Chez Nous|Culture|Culture, Media and Social Bond"
11096,Petit Bain,48.83293,2.37937,solidarity_economy,FR,Paris,Transiscope,http://www.petitbain.org,"Près De Chez Nous|Culture|Culture, Media and Social Bond"
11097,De l'Autre Côté du Pont,45.75481,4.84443,solidarity_economy,FR,Lyon,Transiscope,,"Près De Chez Nous|Culture|Culture, Media and Social Bond"
11098,Le Plan,48.63833,2.41205,solidarity_economy,FR,Ris-orangis,Transiscope,http://www.leplan.com,"Près De Chez Nous|Culture|Culture, Media and Social Bond"
11099,Le Pot éthique,43.4901,2.3783,solidarity_economy,FR,Mazamet,Transiscope,http://le-pot-ethique.over-blog.com,"Près De Chez Nous|Culture|Culture, Media and Social Bond"
11100,Coigniere,45.42924,4.38999,solidarity_economy,FR,Saint-etienne,Transiscope,,"Près De Chez Nous|Culture|Culture, Media and Social Bond"
11101,"Mi-fugue, Mi-raisin",48.84151,2.32538,solidarity_economy,FR,Paris,Transiscope,http://mifuguemiraisin.com,"Près De Chez Nous|Culture|Culture, Media and Social Bond"
11102,Biocoop Cultures bio,43.84213,5.06986,solidarity_economy,FR,Cavaillon,Transiscope,http://www.biocoop.fr,"Près De Chez Nous|Culture|Culture, Media and Social Bond"
11103,FairPlayList,48.86728,2.37927,solidarity_economy,FR,Paris,Transiscope,http://www.fairplaylist.org,"Près De Chez Nous|Culture|Culture, Media and Social Bond"
11104,SMOM - Sans la musique on meurt,48.86725,2.39275,solidarity_economy,FR,Paris,Transiscope,,"Près De Chez Nous|Culture|Culture, Media and Social Bond"
11105,Le Relais,48.89368,2.40959,solidarity_economy,FR,Pantin,Transiscope,,"Près De Chez Nous|Culture|Culture, Media and Social Bond"
11106,Théâtre 95,49.0342,2.07981,solidarity_economy,FR,Cergy-pontoise,Transiscope,http://www.theatre95.fr,"Près De Chez Nous|Culture|Culture, Media and Social Bond"
11107,Kuné,45.64834,0.16092,solidarity_economy,FR,Angoulême,Transiscope,http://reseau-mpp.org,"Près De Chez Nous|Culture|Culture, Media and Social Bond"
11108,Maha Prana,45.88191,-1.2523,solidarity_economy,FR,Dolus d'oléron,Transiscope,,"Près De Chez Nous|Culture|Culture, Media and Social Bond"
11109,La Maison de la Terre,43.41719,1.17377,solidarity_economy,FR,Poucharramet,Transiscope,https://www.lamaisondelaterre.fr,"Près De Chez Nous|Culture|Culture, Media and Social Bond"
11110,Biocoop Panier du Béarn,43.3042,-0.40197,solidarity_economy,FR,Billère,Transiscope,http://bearn.biocoop.net,"Près De Chez Nous|Culture|Culture, Media and Social Bond"
11111,Designpack Gallery,48.86497,2.33663,solidarity_economy,FR,Paris,Transiscope,http://www.designpackgallery.com/,"Près De Chez Nous|Culture|Culture, Media and Social Bond"
11112,Dôme de Montmiral,43.967,1.82038,solidarity_economy,FR,Castelnau-de-montmiral,Transiscope,http://www.domedemontmiral.com,"Près De Chez Nous|Culture|Culture, Media and Social Bond"
11113,Le cinéma des cinéastes,48.88435,2.32692,solidarity_economy,FR,Paris,Transiscope,http://www.cinema-des-cineastes.fr/,"Près De Chez Nous|Culture|Culture, Media and Social Bond"
11114,Cinéma Comoedia,45.74737,4.83558,solidarity_economy,FR,Lyon,Transiscope,http:// www.cinema-comoedia.com,"Près De Chez Nous|Culture|Culture, Media and Social Bond"
11115,Le méliès,43.30134,-0.37235,solidarity_economy,FR,Pau,Transiscope,http://www.lemelies.net,"Près De Chez Nous|Culture|Culture, Media and Social Bond"
11116,Cinéma Le Méliès,48.86252,2.4428,solidarity_economy,FR,Montreuil,Transiscope,http://www.montreuil.fr/culture/cinema/,"Près De Chez Nous|Culture|Culture, Media and Social Bond"
11117,Cinéma VOG,43.54368,4.13105,solidarity_economy,FR,Le grau-du-roi,Transiscope,http://www.cinemavog-legrauduroi.com,"Près De Chez Nous|Culture|Culture, Media and Social Bond"
11118,Ciné4,44.65188,0.59153,solidarity_economy,FR,Castillonnes,Transiscope,http://cine4castillonnes.free.fr,"Près De Chez Nous|Culture|Culture, Media and Social Bond"
11119,Les 400 Coups,47.47205,-0.55338,solidarity_economy,FR,Angers,Transiscope,http://www.les400coups.org,"Près De Chez Nous|Culture|Culture, Media and Social Bond"
11120,Café des images,49.20407,-0.33501,solidarity_economy,FR,Hérouville-saint-clair,Transiscope,http://www.cafedesimages.fr,"Près De Chez Nous|Culture|Culture, Media and Social Bond"
11121,Cinéma Lux,49.1699,-0.3392,solidarity_economy,FR,Caen,Transiscope,http://www.cinemalux.or,"Près De Chez Nous|Culture|Culture, Media and Social Bond"
11122,Cinéma René Fallet,46.52108,3.68115,solidarity_economy,FR,Dompierre-sur-besbre,Transiscope,http://www.cinemarenefallet.fr/,"Près De Chez Nous|Culture|Culture, Media and Social Bond"
11123,Les Studios,48.39619,-4.47702,solidarity_economy,FR,Brest,Transiscope,http://www.cine-studios.fr/,"Près De Chez Nous|Culture|Culture, Media and Social Bond"
11124,Cap'Cinéma - Le Colisée,43.21649,2.35266,solidarity_economy,FR,Carcassonne,Transiscope,http://www.cap-cine.fr/carcassonne-colisee,"Près De Chez Nous|Culture|Culture, Media and Social Bond"
11125,Espace cinéma - Théâtre de l'Espace,47.2182,5.97327,solidarity_economy,FR,Besançon,Transiscope,http://www.theatre-espace.fr,"Près De Chez Nous|Culture|Culture, Media and Social Bond"
11126,Le Royal,43.12485,5.9301,solidarity_economy,FR,Toulon,Transiscope,,"Près De Chez Nous|Culture|Culture, Media and Social Bond"
11127,Cinéma ABC,43.60906,1.44399,solidarity_economy,FR,Toulouse,Transiscope,http://abc-toulouse.fr,"Près De Chez Nous|Culture|Culture, Media and Social Bond"
11128,american cosmograph,43.60392,1.44738,solidarity_economy,FR,Toulouse,Transiscope,https://www.american-cosmograph.fr/,"Près De Chez Nous|Culture|Culture, Media and Social Bond"
11129,Utopia Saint-Siméon,44.83909,-0.57237,solidarity_economy,FR,Bordeaux,Transiscope,http://www.cinemas-utopia.org/bordeaux/,"Près De Chez Nous|Culture|Culture, Media and Social Bond"
11130,Le Royal,43.48184,-1.55924,solidarity_economy,FR,Biarritz,Transiscope,http://www.royal-biarritz.com,"Près De Chez Nous|Culture|Culture, Media and Social Bond"
11131,L'Atalante,43.49458,-1.46703,solidarity_economy,FR,Bayonne,Transiscope,http://atalante-cinema.org,"Près De Chez Nous|Culture|Culture, Media and Social Bond"
11132,L'Autre Cinéma,43.49555,-1.47151,solidarity_economy,FR,Bayonne,Transiscope,http://atalante-cinema.org,"Près De Chez Nous|Culture|Culture, Media and Social Bond"
11133,Utopia - La Manutention,43.95161,4.80895,solidarity_economy,FR,Avignon,Transiscope,http://www.cinemas-utopia.org/avignon/,"Près De Chez Nous|Culture|Culture, Media and Social Bond"
11134,Utopia,43.629,3.86911,solidarity_economy,,Montpellier,Transiscope,http://cinemas-utopia.org/montpellier/,"Près De Chez Nous|Culture|Culture, Media and Social Bond"
11135,Studio Orson Welles,49.89407,2.29307,solidarity_economy,FR,Amiens,Transiscope,http://www.maisondelaculture-amiens.com/www/cinema_orson_welles,"Près De Chez Nous|Culture|Culture, Media and Social Bond"
11136,Ciné Saint-Leu,49.89663,2.30211,solidarity_economy,FR,Amiens,Transiscope,http://w2.amiens.com/cinestleu/,"Près De Chez Nous|Culture|Culture, Media and Social Bond"
11137,Diagonal Cinémas,43.60778,3.88027,solidarity_economy,FR,Montpellier,Transiscope,http://www.cinediagonal.com,"Près De Chez Nous|Culture|Culture, Media and Social Bond"
11138,Le Concorde,47.21115,-1.58683,solidarity_economy,FR,Nantes,Transiscope,http://www.leconcorde.fr,"Près De Chez Nous|Culture|Culture, Media and Social Bond"
11139,Le Cinématographe,47.21691,-1.55152,solidarity_economy,FR,Nantes,Transiscope,http://www.lecinematographe.com,"Près De Chez Nous|Culture|Culture, Media and Social Bond"
11140,Bonne-Garde,47.19528,-1.53839,solidarity_economy,FR,Nantes,Transiscope,http://cinebonnegarde.ift.fr/,"Près De Chez Nous|Culture|Culture, Media and Social Bond"
11141,CinéDuchère,45.78673,4.79867,solidarity_economy,FR,Lyon,Transiscope,http://cineduchere.free.fr,"Près De Chez Nous|Culture|Culture, Media and Social Bond"
11142,Ciné Saint-Denis,45.78002,4.83239,solidarity_economy,FR,Lyon,Transiscope,,"Près De Chez Nous|Culture|Culture, Media and Social Bond"
11143,Le Cinéma,45.7685,4.83368,solidarity_economy,FR,Lyon,Transiscope,,"Près De Chez Nous|Culture|Culture, Media and Social Bond"
11144,Le Cinéma Opéra,45.76725,4.83506,solidarity_economy,FR,Lyon,Transiscope,,"Près De Chez Nous|Culture|Culture, Media and Social Bond"
11145,L'Alhambra - cinémarseille,43.3607,5.33026,solidarity_economy,FR,Marseille,Transiscope,http://www.alhambracine.com,"Près De Chez Nous|Culture|Culture, Media and Social Bond"
11146,Rex,50.10795,1.83466,solidarity_economy,FR,Abbeville,Transiscope,http://www.cinemarexabbeville.fr,"Près De Chez Nous|Culture|Culture, Media and Social Bond"
11147,MK2 Beaubourg,48.86162,2.35221,solidarity_economy,FR,Paris,Transiscope,http://www.mk2.com/salle/beaubourg,"Près De Chez Nous|Culture|Culture, Media and Social Bond"
11148,Le Chaplin Saint-Lambert,48.84306,2.29862,solidarity_economy,FR,Paris,Transiscope,http://www.lescinemaschaplin.fr,"Près De Chez Nous|Culture|Culture, Media and Social Bond"
11149,Chaplin Denfert,48.83374,2.33137,solidarity_economy,FR,Paris,Transiscope,http://www.cinemadenfert.fr,"Près De Chez Nous|Culture|Culture, Media and Social Bond"
11150,Les Sept Parnassiens,48.84249,2.32769,solidarity_economy,FR,Paris,Transiscope,,"Près De Chez Nous|Culture|Culture, Media and Social Bond"
11151,Le Lincoln,48.87061,2.30318,solidarity_economy,FR,Paris,Transiscope,http://www.lelincoln.fr,"Près De Chez Nous|Culture|Culture, Media and Social Bond"
11152,Les Cinq Caumartin,48.87569,2.32779,solidarity_economy,FR,Paris,Transiscope,http://www.cinqcaumartin.com,"Près De Chez Nous|Culture|Culture, Media and Social Bond"
11153,Le Brady,48.87182,2.35547,solidarity_economy,FR,Paris,Transiscope,http://lebrady.cine.allocine.fr/,"Près De Chez Nous|Culture|Culture, Media and Social Bond"
11154,L'Escurial,48.83684,2.34971,solidarity_economy,FR,Paris,Transiscope,http://www.lesecransdeparis.fr/nos-salles~escurial,"Près De Chez Nous|Culture|Culture, Media and Social Bond"
11155,Reflet Médicis,48.85019,2.34328,solidarity_economy,FR,Paris,Transiscope,http://www.lesecransdeparis.fr/nos-salles~reflet-medicis,"Près De Chez Nous|Culture|Culture, Media and Social Bond"
11156,Majestic Passy,48.85818,2.28259,solidarity_economy,FR,Paris,Transiscope,http://www.lesecransdeparis.fr/nos-salles~majestic-passy,"Près De Chez Nous|Culture|Culture, Media and Social Bond"
11157,L'Arlequin,48.85109,2.33065,solidarity_economy,FR,Paris,Transiscope,http://www.lesecransdeparis.fr/nos-salles~arlequin,"Près De Chez Nous|Culture|Culture, Media and Social Bond"
11158,Nouvel Odéon,48.85069,2.34176,solidarity_economy,FR,Paris,Transiscope,http://www.nouvelodeon.com,"Près De Chez Nous|Culture|Culture, Media and Social Bond"
11159,Grand Action,48.84759,2.3521,solidarity_economy,FR,Paris,Transiscope,http://www.legrandaction.com,"Près De Chez Nous|Culture|Culture, Media and Social Bond"
11160,La Clef,48.84115,2.35241,solidarity_economy,FR,Paris,Transiscope,http://www.cinemalaclef.fr/,"Près De Chez Nous|Culture|Culture, Media and Social Bond"
11161,Cinéma du Panthéon,48.84751,2.34225,solidarity_economy,FR,Paris,Transiscope,http://www.whynotproductions.fr/pantheon/,"Près De Chez Nous|Culture|Culture, Media and Social Bond"
11162,Le Champo -  Espace Jacques Tati,48.84992,2.34314,solidarity_economy,,Paris,Transiscope,http://www.lechampo.com,"Près De Chez Nous|Culture|Culture, Media and Social Bond"
11163,Cinéma Les Etoiles,50.4799,2.54592,solidarity_economy,FR,Bruay-la-bruissère,Transiscope,http://www.cinema-les-etoiles.fr,"Près De Chez Nous|Culture|Culture, Media and Social Bond"
11164,Voir & Agir,48.91369,2.44618,solidarity_economy,FR,Bobigny,Transiscope,http://www.voiretagir.org,"Près De Chez Nous|Culture|Culture, Media and Social Bond"
11165,Le Verre volé,48.87276,2.36354,solidarity_economy,FR,Paris,Transiscope,http://www.leverrevole.fr/,Près De Chez Nous
11166,Kafé Zen Bio,43.94253,4.90441,solidarity_economy,FR,Avignon,Transiscope,http://04 90 85 93 31,Près De Chez Nous
11167,Botanic,43.43743,5.25533,solidarity_economy,FR,Vitrolles,Transiscope,http://www.botanic.com,"Près De Chez Nous|Culture|Culture, Media and Social Bond"
11168,Botanic,45.77406,4.85918,solidarity_economy,FR,Villeurbanne,Transiscope,http://botanic.com/stores/storedetails/VIB,"Près De Chez Nous|Culture|Culture, Media and Social Bond"
11169,Botanic,43.97453,4.74587,solidarity_economy,FR,Villeneuve-lès-avignon,Transiscope,http://www.botanic.com,"Près De Chez Nous|Culture|Culture, Media and Social Bond"
11170,Botanic,45.99471,4.72692,solidarity_economy,FR,Villefranche-sur-saône,Transiscope,http://www.botanic.com,"Près De Chez Nous|Culture|Culture, Media and Social Bond"
11171,Botanic,46.20421,6.26879,solidarity_economy,FR,Ville-la-grand,Transiscope,http://www.botanic.com,"Près De Chez Nous|Culture|Culture, Media and Social Bond"
11172,Botanic,43.58756,5.47561,solidarity_economy,,Venelles,Transiscope,http://botanic.com/stores/storedetails/VEN,"Près De Chez Nous|Culture|Culture, Media and Social Bond"
11173,Botanic,44.9518,4.9278,solidarity_economy,FR,Valence,Transiscope,http://www.botanic.com,"Près De Chez Nous|Culture|Culture, Media and Social Bond"
11174,Botanic,46.37939,6.49532,solidarity_economy,FR,Thonon-les-bains,Transiscope,http://botanic.com/stores/storedetails/THO,"Près De Chez Nous|Culture|Culture, Media and Social Bond"
11175,Botanic,43.56783,3.83912,solidarity_economy,FR,Saint-jean-de-vedas,Transiscope,http://www.botanic.com,"Près De Chez Nous|Culture|Culture, Media and Social Bond"
11176,Botanic Seyssins,45.15886,5.69614,solidarity_economy,FR,Seyssins,Transiscope,http://www.botanic.com,"Près De Chez Nous|Culture|Culture, Media and Social Bond"
11177,Botanic,45.87924,6.09675,solidarity_economy,FR,Seynod,Transiscope,http://www.botanic.com,"Près De Chez Nous|Culture|Culture, Media and Social Bond"
11178,Botanic,43.10734,5.85347,solidarity_economy,FR,La seyne-sur-mer,Transiscope,http://www.botanic.com,"Près De Chez Nous|Culture|Culture, Media and Social Bond"
11179,Botanic,45.72484,4.93824,solidarity_economy,,Saint-Priest,Transiscope,http://www.botanic.com,"Près De Chez Nous|Culture|Culture, Media and Social Bond"
11180,Botanic,43.44105,5.03594,solidarity_economy,FR,Saint-mitre-les-remparts,Transiscope,http://www.botanic.com,"Près De Chez Nous|Culture|Culture, Media and Social Bond"
11181,Botanic,46.25995,6.02993,solidarity_economy,,Saint-Genis-Pouilly,Transiscope,http://www.botanic.com,"Près De Chez Nous|Culture|Culture, Media and Social Bond"
11182,Botanic,45.43894,4.33788,solidarity_economy,FR,Saint-genest-lerpt,Transiscope,http://www.botanic.com,"Près De Chez Nous|Culture|Culture, Media and Social Bond"
11183,Botanic,45.49738,4.31522,solidarity_economy,FR,La fouillouse,Transiscope,http://www.botanic.com,"Près De Chez Nous|Culture|Culture, Media and Social Bond"
11184,Botanic,42.73772,2.89297,solidarity_economy,FR,Perpignan,Transiscope,http://www.botanic.com,"Près De Chez Nous|Culture|Culture, Media and Social Bond"
11185,Botanic,43.6172,6.97601,solidarity_economy,FR,Mouans-sartoux,Transiscope,http://www.botanic.com,"Près De Chez Nous|Culture|Culture, Media and Social Bond"
